,Type,Related url,planned/unplanned,Cause,Body,Start Time,End Time,Duration,Context
228,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/407,unplanned,Unknown,"[BUG FIX] Switching trial.suggest_int --> trial.suggest_categorical BUG FIX: Switching suggest_int --> suggest_categorical for suggesting the indices to use for our instruction / demo set in each optuna trial. This is because Optuna's suggest_int assumes that the performance of each selected number is related, which is not the case in our application. suggest_categorical does not have this built in assumption, which is what our application requires.",2024-02-18T22:27:11Z,2024-02-18T22:28:20Z,0 days 00:01:09,switch trialsuggestint trialsuggestcategorical bug fix switch suggestint suggestcategorical suggesting index use instruction demo set optuna trial optunas suggestint assume performance select number related case application suggestcategorical build assumption application require
229,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/406,unplanned,Unknown,"Added saving/loading instructions to Predict and Chain_Of_Thought After the optimizers change the instruction we need to be able to save/load the optimized instructions.  Currently the original (unoptimized) instructions are loaded and only the demos are saved.

This is a quick fix that adds this change for Predict and Chain of Thought.  If more modules are added for instruction optimization then this fix will need to be added to those modules as well.

Thanks to @klopsahlong for help with testing/validating the changes!",2024-02-18T22:09:10Z,2024-02-18T22:31:55Z,0 days 00:22:45,add savingloading instruction predict chainofthought optimizers change instruction need able saveload optimize instruction currently original unoptimized instruction load demo save quick fix add change predict chain think module add instruction optimization fix need add module well thanks klopsahlong help testingvalidating change
230,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/404,unplanned,Unknown,[MINOR] Typo Correction autoamtic -> automatic,2024-02-18T07:48:20Z,2024-02-18T12:02:33Z,0 days 04:14:13,typo correction autoamtic automatic
231,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/403,unplanned,Unknown,"OpenAI v1 Migration Migrated OpenAI GPT3 LM client to v1's OpenAI/AzureOpenAI clients.
The previous version, had kwarg inconsistencies with Azure calls.

Fixes #377 ",2024-02-16T23:17:40Z,2024-02-27T04:40:04Z,10 days 05:22:24,openai migration migrate openai lm client openaiazureopenai client previous version kwarg inconsistency azure call fix
232,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/402,unplanned,Unknown,chore: Bump Qdrant dependencies Updates the dependencies of the `qdrant` extra to latest.,2024-02-16T10:41:00Z,2024-02-17T05:22:16Z,0 days 18:41:16,chore bump qdrant dependency update dependency qdrant extra late
233,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/400,unplanned,Unknown,"Refactored ChromadbRM to use generic EmbeddingFunction I've updated the ChromadbRM retriever to be more flexible and fix a bug:

- **Flexibility with Embeddings**: Removed the direct dependency on OpenAI, allowing for the use of various embedding functions from [Chroma](https://docs.trychroma.com/embeddings). This change makes the retriever more adaptable to different needs.

- **Bug Fix**: Fixed issue #389 where `_get_embeddings` threw a TypeError due to an unexpected keyword argument 'engine'. This ensures smoother functionality.

This revision enhances ChromadbRM by introducing flexibility in embedding selection and resolving a critical error.",2024-02-15T23:49:46Z,2024-02-17T04:03:58Z,1 days 04:14:12,refactored chromadbrm use generic embeddingfunction ive update chromadbrm retriever flexible fix bug flexibility embeddings remove direct dependency openai allow use various embed function change make retriever adaptable different need bug fix fix issue getembeddings throw typeerror due unexpected keyword argument engine ensure smooth functionality revision enhance chromadbrm introduce flexibility embed selection resolve critical error
234,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/398,unplanned,Unknown,"Create Google LM Followed the Cohere LM template. It doesn't look like you can sample multiple generations in one call to the API (linked the Google API docs I'm following in the code). Outside of that, I think it is a pretty standard implementation in sync with the other LMs.

Comment:
- Cool to get a better understanding of how `history` is stored as internal state to the LMs as a `list[dict[str, Any]]`. I would like to explore adding functionality around inspect_history next.",2024-02-15T22:12:28Z,2024-02-17T05:15:42Z,1 days 07:03:14,create google lm follow cohere lm template doesnt look like sample multiple generation one call api link google api doc im follow code outside think pretty standard implementation sync lms comment cool get well understanding history store internal state lm list would like explore add functionality around inspecthistory next
235,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/396,unplanned,Unknown,"fixes _get_embeddings for ChromaDB As described in #389 _get_embeddings is throwing an error when called via retriever(query): _TypeError: Embeddings.create() got an unexpected keyword argument 'engine'._

This is a result of the unnecessary usage of model_args and api_provider. I removed both and now the function works as expected.",2024-02-15T16:15:28Z,2024-02-17T04:02:56Z,1 days 11:47:28,fix getembeddings chromadb describe getembeddings throw error call via retrieverquery typeerror embeddingscreate get unexpected keyword argument engine result unnecessary usage modelargs apiprovider remove function work expect
238,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/393,unplanned,Unknown,fix dspy.assert backtracking None,2024-02-14T22:16:05Z,2024-02-14T22:19:30Z,0 days 00:03:25,fix dspyassert backtrack none
239,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/391,unplanned,Unknown,"[BugFix] QdrantRM Patch, add  long_text key to passages This PR adds the `long_text` key to the `passages` returned by the QdrantRM.

In dsp/primitives/search line 10: `passages = [psg.long_text for psg in passages]` throws an error without this.

I'm not aware of the full context, but this PR will patch the QdrantRM for now.",2024-02-14T21:21:17Z,2024-02-15T01:40:18Z,0 days 04:19:01,qdrantrm patch add longtext key passage pr add longtext key passage return qdrantrm dspprimitivessearch line passage throw error without im aware full context pr patch qdrantrm
241,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/388,unplanned,Unknown,"Bedrock args hotfix Fixing bugs mentioned here where `n` and `max_tokens` throw errors when passed as `kwargs`:
https://github.com/stanfordnlp/dspy/issues/365",2024-02-14T17:03:48Z,2024-02-17T05:17:41Z,2 days 12:13:53,bedrock args hotfix fix bug mention n maxtokens throw error pass kwargs
242,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/387,unplanned,Unknown,"Allow to set LM and RM per module on constructors and forward func This PR allows to set LM and RM per module on their constructors or dynamically when calling them.

Note that I removed the `query_only=True` parameter on the existent `with dsp.settings.context` in the predictor `forward` because I checked and that parameter is only used on `dsp.TemplateV2` but dspy is using `dsp.TemplateV3`.",2024-02-14T15:40:59Z,2024-02-18T10:54:01Z,3 days 19:13:02,allow set lm rm per module constructor forward func pr allows set lm rm per module constructor dynamically call note remove queryonlytrue parameter existent dspsettingscontext predictor forward check parameter use dspy use
245,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/380,unplanned,Unknown,"Fix CohereAPIError Discussed on Discord. Removed `return_likelihoods` argument, per error @erika-cardenas found.",2024-02-12T20:55:45Z,2024-02-12T22:42:22Z,0 days 01:46:37,fix cohereapierror discuss discord remove returnlikelihoods argument per error erikacardenas find
246,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/379,unplanned,Unknown,"Add support to load from any HF dataset and CSV Code Snippet:
```python
dl = DataLoader(
    train_size = 0.5,
    dev_size = 0.2,
    test_size = 0.3   
)

dl.from_huggingface(""databricks/databricks-dolly-15k"")

print(len(dl.train))
print(len(dl.dev))
print(len(dl.test))
```",2024-02-12T13:31:56Z,2024-02-13T18:31:52Z,1 days 04:59:56,add support load hf dataset csv code snippet python dl dataloader trainsize devsize testsize printlendltrain printlendldev printlendltest
250,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/374,unplanned,Unknown,"Return evaluation results # Output Retrieval in Evaluate Class

## Overview
Related to : https://github.com/stanfordnlp/dspy/issues/373 
This PR introduces a new feature to the `Evaluate` class that allows users to optionally retrieve the raw output predictions alongside the evaluation metrics. The goal of this enhancement is to provide more transparency and facilitate a deeper analysis of model performance during the evaluation phase.

## Changes
- Added a `return_outputs` parameter to the `__call__`  and constructor method of the `Evaluate` class.
- When `return_outputs` is set to `True`, the method returns a tuple containing the evaluation score and a list of tuples, each containing an example, its prediction, and the corresponding score.
- Ensured backward compatibility by setting the default value of `return_outputs` to `False`.
- Utilized the new feature in the baleen comparison in intro.ipynb (this is on its own commit that can be rolled back if needed to support the cache logic in intro.ipynb)

## Benefits
- **Transparency:** Users can now see the exact predictions made by their models for each input example.
- **Analysis:** Facilitates detailed error analysis and helps identify patterns in model predictions that may require further investigation.
- **Iterative Development:** By examining model outputs, developers can make targeted adjustments, leading to more effective model tuning.

## Usage
```python
evaluator = Evaluate(devset=my_devset, metric=my_metric, return_outputs=True)
evaluation_score, outputs = evaluator(my_program)
``` ",2024-02-11T10:53:07Z,2024-02-11T17:19:38Z,0 days 06:26:31,return evaluation result output retrieval evaluate class overview relate pr introduces new feature evaluate class allow user optionally retrieve raw output prediction alongside evaluation metric goal enhancement provide transparency facilitate deeper analysis model performance evaluation phase change add returnoutputs parameter call constructor method evaluate class returnoutputs set true method return tuple contain evaluation score list tuples contain example prediction correspond score ensure backward compatibility set default value returnoutputs false utilized new feature baleen comparison introipynb commit roll back need support cache logic introipynb benefit transparency user see exact prediction make model input example analysis facilitate detailed error analysis help identify pattern model prediction may require investigation iterative development examine model output developer make targeted adjustment lead effective model tune usage python evaluator evaluatedevsetmydevset metricmymetric returnoutputstrue evaluationscore output evaluatormyprogram
252,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/372,unplanned,Unknown,"documentation and QuizGen+TweetGen notebooks -documentation for DSPy Assertions
-example notebooks for the QuizGen and TweetGen tasks",2024-02-11T06:46:04Z,2024-02-15T18:10:14Z,4 days 11:24:10,documentation quizgentweetgen notebooks documentation dspy assertion example notebook quizgen tweetgen task
253,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/371,unplanned,Unknown,"fix: manually iterate kwargs['n'] in anyscale Hi,

I've noticed that `dsp.modules.hf_client.Anyscale` fails to produce multiple completions when a `dspy.predict.predict.Predict` object using it has `n>1`. The LLM provider itself does not support this option for now, so I was thinking this may be something DSPy could handle instead.

The following code snippet reproduces the issue:

```python
import os
import dspy

os.environ[""ANYSCALE_API_BASE""] = 'https://api.endpoints.anyscale.com/v1'
os.environ[""ANYSCALE_API_KEY""] = 'esecret_123'  # set to match your anyscale endpoints key

llm = dspy.Anyscale(model='mistralai/Mistral-7B-Instruct-v0.1', max_tokens=1000)
dspy.configure(lm=llm)

N = 3
generate_answer = dspy.Predict('question -> answer', n=N)
r = generate_answer(question='Why did the chicken cross the road?')

assert len(r.completions.answer) == N, f""mismatch! expected {N} but found {len(r.completions.answer)}""
```

With the code on this PR, the above error no longer occurs and completions work as expected. 

Please have a look and let me know if I've missed anything!",2024-02-11T05:37:49Z,2024-02-17T05:18:16Z,5 days 23:40:27,fix manually iterate kwargs anyscale hi ive notice dspmoduleshfclientanyscale fail produce multiple completion dspypredictpredictpredict object use llm provider support option thinking may something dspy could handle instead follow code snippet reproduces issue python import o import dspy osenviron osenviron set match anyscale endpoint key llm dspyconfigurelmllm n generateanswer dspypredictquestion answer nn r generateanswerquestionwhy chicken cross road assert lenrcompletionsanswer n fmismatch expect n find lenrcompletionsanswer code pr error longer occurs completion work expect please look let know ive miss anything
254,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/369,unplanned,Unknown,"Added Ollama and Together model usage information This PR adds descriptions for Ollama and Together model usages in the notebook and md file.

Hi @okhat 
PTAL and let me know if you have any feedback.
Thank you.",2024-02-10T23:45:28Z,2024-02-11T07:13:43Z,0 days 07:28:15,added ollama together model usage information pr add description ollama together model usage notebook md file hi okhat ptal let know feedback thank
255,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/368,unplanned,Unknown,"New Signature class based on pydantic + unit tests This PR creates a new Signature class based on Pydantic, which allows for type signatures.
It doesn't actually do anything with the types for now, but it's the first step.

Maybe more importantly, the PR creates 85 unit tests, covering most of `dspy/`, which were important to make sure the new type signature code didn't break anything, and will hopefully be useful for future refactors.",2024-02-10T21:10:46Z,2024-02-15T17:19:23Z,4 days 20:08:37,new signature class base pydantic unit test pr create new signature class base pydantic allows type signature doesnt actually anything type first step maybe importantly pr creates unit test cover dspy important make sure new type signature code didnt break anything hopefully useful future refactors
257,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/366,unplanned,Unknown,"Fixing bayesian optimizer bug with prompt / task model Previously the prompt and task models were defaulting to ""None"". Now they are defaulting to `dspy.settings.lm`.",2024-02-09T21:42:26Z,2024-02-09T21:43:40Z,0 days 00:01:14,fix bayesian optimizer bug prompt task model previously prompt task model default none default dspysettingslm
259,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/363,unplanned,Unknown,"fix(gmsk8_metric): Look for answer in entire LLM output. Not just the First Line I was going through one of the initial documentation examples.
I noticed that the eval function, `gsm8k_metric`, was returning False even when the LLM (GPT) was giving the correct answer in its response output. It's because the eval metric was calling `parse_integer_answer` which has an argument `only_first_line=True`. Shouldn't the output from the LLM be considered a correct answer even if the answer is at the end of the LLM output and not on the first line? Is there a reason the answer needs to be on the first line? 

The other changes are all linting/formatting changes forced by the ruff linter/formatter when running the pre-commit check. Is that expected? Thanks!",2024-02-09T11:36:55Z,2024-02-09T13:05:22Z,0 days 01:28:27,look answer entire llm output first line go one initial documentation example notice eval function return false even llm gpt give correct answer response output eval metric call parseintegeranswer argument onlyfirstlinetrue shouldnt output llm consider correct answer even answer end llm output first line reason answer need first line change lintingformatting change force ruff linterformatter run precommit check expected thanks
261,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/361,unplanned,Unknown,"Fix a few small typos Thank you for the package! 

When reading through the code, I noticed a few typos, so I took the liberty to fix them.

Only one of them is relevant for performance (it's in the prompt for Bayesian teleprompter).",2024-02-09T10:18:38Z,2024-02-17T05:22:01Z,7 days 19:03:23,fix small typo thank package read code notice typos take liberty fix one relevant performance prompt bayesian teleprompter
262,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/360,unplanned,Unknown,"Allow custom text key to WeaviateRM - resolve issue #359 Lets you specify which text key to return from a call to `dspy.Retrieve`

This does not incur a breaking change thanks to the `Optional` typing and default argument value.

This will resolve https://github.com/stanfordnlp/dspy/issues/359.",2024-02-09T03:38:03Z,2024-02-17T05:31:54Z,8 days 01:53:51,allow custom text key weaviaterm resolve issue let specify text key return call dspyretrieve incur break change thanks optional type default argument value resolve
264,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/358,unplanned,Unknown,"Lower default `max_labeled_demos` in `BootstrapFewShot` Hey team, I think it would be good to lower the default `max_labeled_demos` from 16 to 8. I have been playing with answering FAQs with 16 and it quickly results in compiling a massive prompt such that I exceed the max token limit. There is probably another way around this -- like ofc setting the argument to 8 or 4 or whatever, but I think this might slightly improve the UX for beginners starting with QA RAG and `GPT-3.5-Turbo` / ~4K input length LLMs.",2024-02-08T21:50:34Z,2024-02-19T18:28:24Z,10 days 20:37:50,low default maxlabeleddemos bootstrapfewshot hey team think would good low default maxlabeleddemos play answer faqs quickly result compile massive prompt exceed max token limit probably another way around like ofc set argument whatever think might slightly improve ux beginner start qa rag input length llm
267,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/354,planned,Unknown,"Easier api for transforming modules with assertions Now, it is possible to write `assert_transform_module(module)` to transform a module to handle suggestions and assertions. The default behavior is implemented by the `backtrack_handler`, which automatically backtracks for failing assertions and suggestions.",2024-02-08T00:25:50Z,2024-02-11T03:14:46Z,3 days 02:48:56,easy api transform module assertion possible write asserttransformmodulemodule transform module handle suggestion assertion default behavior implement backtrackhandler automatically backtrack fail assertion suggestion
268,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/353,unplanned,Unknown,fix react.py #276  fix #276 ,2024-02-07T19:33:29Z,2024-02-19T00:40:47Z,11 days 05:07:18,fix reactpy fix
269,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/352,unplanned,Unknown,"fix(datasets): relax datasets version constraint If you try and add dspy with poetry to an existing project with existing datasets version already installed you may get poetry errors. For example, I tried installing into a project that depended on datasets > 2.15 and so I couldn't install dspy. This was recently fixed for openai version constraint in a similar  [PR](https://github.com/stanfordnlp/dspy/pull/347). Can we do the same for datasets? Im not sure if there was a reason it was pinned to 2.14. A better solution might even be > 2.14 but let me know.


PS: Is there a way to build the environment and run a series of unit tests? I did not see anything about that in the CONTRIBUTING.md. The pre-commit config just does linting/formatting as far a I can tell. 

",2024-02-07T11:47:59Z,2024-02-17T05:31:11Z,9 days 17:43:12,fixdatasets relax datasets version constraint try add dspy poetry exist project exist datasets version already instal may get poetry error example try instal project depend datasets couldnt install dspy recently fix openai version constraint similar datasets im sure reason pin good solution might even let know ps way build environment run series unit test see anything contributingmd precommit config lintingformatting far tell
270,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/351,unplanned,Unknown,Fixed Typo - Update skycamp2023.ipynb None,2024-02-07T11:42:07Z,2024-02-16T04:50:56Z,8 days 17:08:49,fix typo update none
271,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/350,unplanned,Unknown,Fixed Typo - Update skycamp2023.ipynb None,2024-02-07T11:37:59Z,2024-02-11T05:06:13Z,3 days 17:28:14,fix typo update none
272,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/349,unplanned,Unknown,Fixed typo - Update skycamp2023.ipynb None,2024-02-07T11:11:47Z,2024-02-07T11:15:07Z,0 days 00:03:20,fix typo update none
273,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/348,unplanned,Unknown,"Allow HFModel to use CPU Quick fix https://github.com/stanfordnlp/dspy/issues/188

I think this minor fix could be very helpful for Mac beginners as well as CPU beginners who just get started using the library.",2024-02-07T10:45:25Z,2024-02-19T00:36:39Z,11 days 13:51:14,allow hfmodel use cpu quick fix think minor fix could helpful mac beginner well cpu beginner get start use library
274,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/347,unplanned,Unknown,"relax openai version constraint Since dspy does in fact support both 0.x and 1.x with [1], the constraints are updated here to reflect that, allowing users of the library to make use of whatever version they would like.

Intended to address https://github.com/stanfordnlp/dspy/issues/258

I opted not to update the poetry.lock file here in order to have this be a minimal change aimed at allowing for more flexible  usage by others, rather than changing the defaults for the project, though an upgrade of the default may make sense as v1 of the OpenAI lib has been out for three months now and is fairly stable.

[1] https://github.com/stanfordnlp/dspy/commit/40c519adc0b848b998d028d1b5d73c6dc631696e (and follow-on work)",2024-02-06T19:01:58Z,2024-02-06T19:03:07Z,0 days 00:01:09,relax openai version constraint since dspy fact support constraint update reflect allow user library make use whatever version would like intended address opt update poetrylock file order minimal change aim allow flexible usage others rather change default project though upgrade default may make sense openai lib three month fairly stable followon work
276,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/345,unplanned,Unknown,"DSPy-Clarifai integration - modified example notebook Objective :
1. Modified notebook example with 2 more models.",2024-02-06T06:16:04Z,2024-02-27T06:04:11Z,20 days 23:48:07,dspyclarifai integration modify example notebook objective modify notebook example model
277,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/343,unplanned,Unknown,"CoT fix + move torch dependeny when using vllm Very cool project 💯 

This PR fixes a typo introduced in [#333](https://github.com/stanfordnlp/dspy/pull/333). The signature is undefined in this context.

Additionally, I moved the torch dependency to only be required when running the model locally through hf and not when a vllm endpoint is called.",2024-02-05T11:21:46Z,2024-02-06T15:58:09Z,1 days 04:36:23,cot fix move torch dependeny use vllm cool project pr fix typo introduce signature undefined context additionally move torch dependency require run model locally hf vllm endpoint call
279,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/339,unplanned,Unknown,"Small Fix to vLLM Launch Documentation The current documentation for running vLLM with DSPy suggests that the user start an API server via ```python -m vllm.entrypoints.api_server```. However, this leads to errors since the DSPy code assumes an OpenAI-Compatible API server. So the user should instead launch the server via ```python -m vllm.entrypoints.openai.api_server```.",2024-02-04T21:23:28Z,2024-02-04T21:35:13Z,0 days 00:11:45,small fix vllm launch documentation current documentation run vllm dspy suggest user start api server via python vllmentrypointsapiserver however lead error since dspy code assume openaicompatible api server user instead launch server via python vllmentrypointsopenaiapiserver
282,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/335,unplanned,Unknown,"Update together model prompt and stop sequence 
    Update together model prompt and stop sequence
    
    - update prompt based on the model name
    - update stop sequence

*TEST*:
- the following models are tested using `intro.ipynb`
- completion model
```
model=""mistralai/Mistral-7B-v0.1""
turbo = dspy.Together(model=model)
```
- instruction mode
```
model=""mistralai/Mistral-7B-Instruct-v0.2""
turbo = dspy.Together(model=model)
```

",2024-02-03T22:17:22Z,2024-02-05T16:52:55Z,1 days 18:35:33,update together model prompt stop sequence update together model prompt stop sequence update prompt base model name update stop sequence test follow model test use introipynb completion model turbo dspytogethermodelmodel instruction mode turbo dspytogethermodelmodel
284,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/333,unplanned,Unknown,Add retry capabilities to Predict Fixed #310 ,2024-02-02T21:07:57Z,2024-02-02T21:21:06Z,0 days 00:13:09,add retry capability predict fix
285,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/332,unplanned,Unknown,Assert aware metrics None,2024-02-02T20:26:02Z,2024-02-02T20:28:38Z,0 days 00:02:36,assert aware metric none
286,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/331,unplanned,Unknown,"Minor update on chroma rm init - testing tested with chroma==0.4.17

*Note*: this change is not related to the new cohort.

Thank you and let me know your feedback, @okhat 


",2024-02-02T20:01:40Z,2024-02-03T18:29:23Z,0 days 22:27:43,minor update chroma rm init test tested note change relate new cohort thank let know feedback okhat
287,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/330,unplanned,Unknown,"feat(bedrock-lm): Added a LM for Bedrock and a base AWS LM class Created two new LM classes:
- Bedrock
- AWSLM

Bedrock can be used with any Bedrock model once you have configured your AWS credentials with the AWS CLI. AWSLM exists so that we can add support for AWS Sagemaker in the future, which has a very similar API with minor parameter differences.",2024-02-02T17:14:05Z,2024-02-04T21:34:49Z,2 days 04:20:44,featbedrocklm add lm bedrock base aws lm class create two new lm class bedrock awslm bedrock use bedrock model configure aws credential aws cli awslm exist add support aws sagemaker future similar api minor parameter difference
288,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/329,unplanned,Unknown,"Adding code to access together APIs - sameple code
```
lm = dspy.Together(model=""mistralai/Mistral-7B-Instruct-v0.2"")
```
- registration $25 free credit on registration
Register: https://api.together.xyz/

- models: https://api.together.xyz/playground

We recommend to start with mistral, llama2.

- api usage

- document

https://docs.together.ai/docs/quickstart",2024-02-02T10:24:18Z,2024-02-02T12:24:37Z,0 days 02:00:19,add code access together apis sameple code lm registration free credit registration register model recommend start mistral api usage document
290,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/326,unplanned,Unknown,[feat] deeplake retriever implementation None,2024-02-01T20:44:42Z,2024-02-19T09:24:55Z,17 days 12:40:13,deeplake retriever implementation none
291,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/325,unplanned,Unknown,"Ollama fix for TypeError: unsupported operand type(s) for +: 'NoneType' and 'int'  Closes #293 

Solves the issue using: https://github.com/stanfordnlp/dspy/issues/293#issuecomment-1921965485",2024-02-01T18:49:17Z,2024-02-03T18:21:05Z,1 days 23:31:48,ollama fix typeerror unsupported operand type nonetype int close solves issue use
292,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/323,unplanned,Unknown,"Update the code to use ollama, mute verbose print - the following code is tested as part of the `intro.ipynb`
```
mistral = dspy.OllamaLocal(model='mistral')
dspy.settings.configure(lm=mistral, rm=colbertv2_wiki17_abstracts)
```

@okhat , @forwardprogress please take look",2024-02-01T08:42:42Z,2024-02-01T08:58:56Z,0 days 00:16:14,update code use ollama mute verbose print follow code test part introipynb mistral dspyollamalocalmodelmistral dspysettingsconfigurelmmistral okhat forwardprogress please take look
294,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/320,unplanned,Unknown,"[Bug Fix] WeaviateRM This should fix it, accidentally wrapped the return in a `dspy.Prediction`.

Sorry for the back and forth with this, pretty sure it is in good shape now.",2024-02-01T02:53:57Z,2024-02-02T00:57:32Z,0 days 22:03:35,weaviaterm fix accidentally wrap return dspyprediction sorry back forth pretty sure good shape
295,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/318,unplanned,Unknown,"Update README.md -> the `class RAG(dspy.Module)` section of the Docs It seems more correct to describe the function flow this way, first we retrieve the context then we use it and the question to generate an answer, but I'm not sure, I'm reading the docs for the first time and may have misunderstood how DSPy works.. :-)",2024-01-31T22:19:29Z,2024-01-31T22:20:28Z,0 days 00:00:59,update readmemd class ragdspymodule section doc seem correct describe function flow way first retrieve context use question generate answer im sure im reading doc first time may misunderstand dspy work
296,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/317,unplanned,Unknown,"Refactor Integration Examples and WeaviateRM Bug Fixes # [Docs] Refactor Integration Examples
Discussed on discord, this could be a cool way to organize integration notebooks in a cookbook style. This initial commit moves the clarifai example into the example/integrations/clarifai folder.

# [Bug Fix] WeaviateRM

- Apologies, this is the correct configuration of the `long_text` key, silly mistake in the last PR.

# [WIP] Local Weaviate DSPy Integration Test

Started sketching out an integration test with Weaviate embedded that will create a toy `Document` schema with a `content` key, load toy data, configure with `dspy.settings`, and check the type of `dspy.Retrieve(""query test"")`.",2024-01-31T21:39:49Z,2024-01-31T21:42:19Z,0 days 00:02:30,refactor integration examples weaviaterm bug fix refactor integration example discuss discord could cool way organize integration notebook cookbook style initial commit move clarifai example exampleintegrationsclarifai folder weaviaterm apology correct configuration longtext key silly mistake last pr local weaviate dspy integration test start sketch integration test weaviate embed create toy document schema content key load toy data configure dspysettings check type dspyretrievequery test
297,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/316,unplanned,Unknown,remove redundant line correct is re-defined in the next line,2024-01-31T21:25:56Z,2024-02-01T00:16:56Z,0 days 02:51:00,remove redundant line correct redefine next line
298,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/315,unplanned,Unknown,"[Bug Fix] WeaviateRM Patch, add `long_text` key to `passages` This PR adds the `long_text` key to the `passages` returned by the WeaviateRM.

In dsp/primitives/search line 10: `passages = [psg.long_text for psg in passages]` throws an error without this -- maybe worth making a note of removing this. 

Not aware of the full context, but this PR will patch the WeaviateRM for the time being.",2024-01-31T20:11:06Z,2024-01-31T20:24:06Z,0 days 00:13:00,weaviaterm patch add longtext key passage pr add longtext key passage return weaviaterm dspprimitivessearch line passages throw error without maybe worth make note remove aware full context pr patch weaviaterm time
300,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/312,unplanned,Unknown,"Make the IPython dependency optional This modification replaces the IPython import with a try-except block. If IPython is not available, it sets ipython_display to the built-in print function.

Related: https://github.com/stanfordnlp/dspy/pull/269",2024-01-31T13:58:03Z,2024-01-31T16:00:25Z,0 days 02:02:22,make ipython dependency optional modification replaces ipython import tryexcept block ipython available set ipythondisplay builtin print function relate
303,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/309,unplanned,Unknown,"Refactor `dsp.OllamaLocal`'s constructor Remove some hardcoded values from `__init__()`

Previous work: https://github.com/stanfordnlp/dspy/pull/262#discussion_r1440694439",2024-01-31T07:59:22Z,2024-01-31T16:01:54Z,0 days 08:02:32,refactor dspollamalocals constructor remove hardcoded value init previous work
304,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/308,unplanned,Unknown,README: fix link for finetuning example The finetuning example doesn't seem to finetune anything! I think https://colab.research.google.com/github/stanfordnlp/dspy/blob/main/examples/qa/hotpot/multihop_finetune.ipynb is the relevant example here,2024-01-31T04:24:21Z,2024-01-31T04:37:06Z,0 days 00:12:45,readme fix link finetuning example finetuning example doesnt seem finetune anything think relevant example
306,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/305,unplanned,Unknown,Update understanding-signatures.md fix minor formatting bug,2024-01-29T21:52:12Z,2024-01-29T21:53:26Z,0 days 00:01:14,update understandingsignaturesmd fix minor formatting bug
